model_name,capability,metric,condition,n,estimate,ci_95_low,ci_95_high
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,correct_image_accuracy,correct_image,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,confident_valid_image_error_rate,correct_image,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,original_gold_match,no_image,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,evidence_dependence_gap,no_image,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,original_gold_match,blank_image,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,evidence_dependence_gap,blank_image,10,0.1,-0.2,0.4
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,original_gold_match,far_mismatch,10,0.0,0.0,0.0
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,evidence_dependence_gap,far_mismatch,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,original_gold_match,hard_mismatch,10,0.0,0.0,0.0
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,evidence_dependence_gap,hard_mismatch,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,blank_image_blindness,blank_image,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,far_mismatch_blindness,far_mismatch,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,hard_mismatch_blindness,hard_mismatch,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,answer_invariance,no_image,10,0.3,0.0,0.6
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,answer_invariance,blank_image,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,answer_invariance,far_mismatch,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,instance reasoning,answer_invariance,hard_mismatch,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,correct_image_accuracy,correct_image,10,0.5,0.2,0.8
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,confident_valid_image_error_rate,correct_image,10,0.4,0.1,0.7
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,original_gold_match,no_image,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,evidence_dependence_gap,no_image,10,0.4,0.0,0.8
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,original_gold_match,blank_image,10,0.3,0.0,0.6
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,evidence_dependence_gap,blank_image,10,0.2,-0.3,0.6
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,original_gold_match,far_mismatch,10,0.3,0.0,0.6
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,evidence_dependence_gap,far_mismatch,10,0.2,-0.3,0.6
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,original_gold_match,hard_mismatch,10,0.4,0.1,0.7
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,evidence_dependence_gap,hard_mismatch,10,0.1,-0.4,0.6
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,blank_image_blindness,blank_image,10,0.3,0.0,0.6
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,far_mismatch_blindness,far_mismatch,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,hard_mismatch_blindness,hard_mismatch,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,answer_invariance,no_image,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,answer_invariance,blank_image,10,0.3,0.0,0.6
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,answer_invariance,far_mismatch,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,logical reasoning,answer_invariance,hard_mismatch,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,math,correct_image_accuracy,correct_image,10,0.4,0.1,0.7
Qwen/Qwen2.5-VL-7B-Instruct,math,confident_valid_image_error_rate,correct_image,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,math,original_gold_match,no_image,10,0.0,0.0,0.0
Qwen/Qwen2.5-VL-7B-Instruct,math,evidence_dependence_gap,no_image,10,0.4,0.1,0.7
Qwen/Qwen2.5-VL-7B-Instruct,math,original_gold_match,blank_image,10,0.0,0.0,0.0
Qwen/Qwen2.5-VL-7B-Instruct,math,evidence_dependence_gap,blank_image,10,0.4,0.1,0.7
Qwen/Qwen2.5-VL-7B-Instruct,math,original_gold_match,far_mismatch,10,0.0,0.0,0.0
Qwen/Qwen2.5-VL-7B-Instruct,math,evidence_dependence_gap,far_mismatch,10,0.4,0.1,0.7
Qwen/Qwen2.5-VL-7B-Instruct,math,original_gold_match,hard_mismatch,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,math,evidence_dependence_gap,hard_mismatch,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,math,blank_image_blindness,blank_image,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,math,far_mismatch_blindness,far_mismatch,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,math,hard_mismatch_blindness,hard_mismatch,10,0.5,0.2,0.8
Qwen/Qwen2.5-VL-7B-Instruct,math,answer_invariance,no_image,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,math,answer_invariance,blank_image,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,math,answer_invariance,far_mismatch,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,math,answer_invariance,hard_mismatch,10,0.5,0.2,0.8
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,correct_image_accuracy,correct_image,10,0.3,0.0,0.6
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,confident_valid_image_error_rate,correct_image,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,original_gold_match,no_image,10,0.0,0.0,0.0
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,evidence_dependence_gap,no_image,10,0.3,0.0,0.6
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,original_gold_match,blank_image,10,0.0,0.0,0.0
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,evidence_dependence_gap,blank_image,10,0.3,0.0,0.6
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,original_gold_match,far_mismatch,10,0.0,0.0,0.0
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,evidence_dependence_gap,far_mismatch,10,0.3,0.0,0.6
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,original_gold_match,hard_mismatch,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,evidence_dependence_gap,hard_mismatch,10,0.2,-0.2,0.6
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,blank_image_blindness,blank_image,10,0.3,0.1,0.6
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,far_mismatch_blindness,far_mismatch,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,hard_mismatch_blindness,hard_mismatch,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,answer_invariance,no_image,10,0.2,0.0,0.5
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,answer_invariance,blank_image,10,0.3,0.1,0.6
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,answer_invariance,far_mismatch,10,0.1,0.0,0.3
Qwen/Qwen2.5-VL-7B-Instruct,science & technology,answer_invariance,hard_mismatch,10,0.2,0.0,0.5
